Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,PssC_T1,PssC_T2,PssC_%_T1,PssC_%_T2,LngP_T1,LngP_T2,MdmP_T1,MdmP_T2,ShrP_T1,ShrP_T2,BuP_T1,BuP_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2018-2019,12,SASSUOLO,LAZIO,11/11/2018,STADIUM MAPEI STADIUM,18:00:00,GIANPAOLO  CALVARESE,GIACOMO  PAGANESSI,PASQUALE  DE MEO,MARCO  SERRA,LUCA  PAIRETTO,FILIPPO MELI,1,1,D,ROBERTO DE ZERBI,SIMONE INZAGHI,3-5-2,3-5-2,93'17,46'51,0.5,26'48 (57%),16'20 (61%),10'28 (39%),20'03 (43%),9'49 (49%),10'14 (51%),5'08,4'32,4'34,4'36,2'51,5'07,2'34,3'08,4'28,2'55,2'57,4'01,9,8,4(1),3(1),0,0,1,3,5,5,0,3,5,3,1,0,2,2,2,6,15,21,482,311,0.86,0.78,30,36,200,119,252,156,20,10,23,19,0 (0),0 (0),105.833,28.324,70.006,7.503,108.826,27.585,73.127,8.114,6.6,6.8,26 (48%),8 (15%),20 (37%),12 (25%),13 (27%),23 (48%),1/1,1/1,6/7,3/3,0/0,0/0,0/0,1/1,3/4,0/2,0/0,0/0,GIAN MARCO FERRARI,31,MARCO PAROLO,16,4.0,3.5,1.95
2018-2019,12,MILAN,JUVENTUS,11/11/2018,STADIUM GIUSEPPE MEAZZA,20:30:00,PAOLO SILVIO  MAZZOLENI,FABIANO  PRETI,MAURO  VIVENZI,PAOLO  VALERI,MICHAEL  FABBRI,ALESSANDRO GIALLATINI,0,2,A,GENNARO GATTUSO,MASSIMILIANO ALLEGRI,4-4-2,4-3-1-2,95'16,55'54,0.59,24'08 (43%),14'00 (58%),10'08 (42%),31'46 (57%),15'34 (49%),16'12 (51%),5'15,4'21,2'53,4'32,4'03,3'04,4'50,5'16,5'38,4'08,5'11,6'43,5,12,2(0),8(2),1,1,1,5,3,4,5,2,4,9,0,1,0,1,2,5,16,9,358,538,0.83,0.89,26,42,136,236,196,260,21,35,21,21,1 (0),0 (0),104.645,29.074,67.949,7.622,106.463,30.971,66.985,8.507,6.4,6.5,19 (43%),4 (9%),21 (48%),21 (38%),11 (19%),24 (43%),0/0,1/1,2/9,2/5,0/0,0/0,2/2,1/1,4/7,2/7,0/0,0/0,TIEMOUE' BAKAYOKO,14,CRISTIANO RONALDO,7,4.75,3.75,1.72
2018-2019,13,UDINESE,ROMA,24/11/2018,"STADIUM FRIULI DENOMINAZIONE COMMERCIALE ""DACIA ARENA""",15:00:00,MICHAEL  FABBRI,FILIPPO  VALERIANI,STEFANO  DEL GIOVANE,IVANO  PEZZUTO,MARCO  GUIDA,CIRO CARBONE,1,0,H,DAVIDE NICOLA,EUSEBIO DI FRANCESCO,3-5-1-1,4-2-3-1,97'38,47'45,0.49,18'13 (38%),13'22 (73%),4'51 (27%),29'32 (62%),13'04 (44%),16'28 (56%),1'59,3'10,2'29,2'54,2'17,5'23,6'08,6'14,4'02,3'46,2'36,6'46,8,23,3(1),9(0),0,1,2,4,5,14,9,2,4,9,1,0,4,0,0,12,6,10,143,520,0.54,0.86,20,40,46,189,77,291,5,26,17,35,0 (0),0 (0),99.653,27.577,64.956,7.12,98.386,28.596,62.843,6.947,6.4,6.2,12 (43%),5 (18%),11 (39%),35 (41%),15 (18%),35 (41%),0/0,0/0,1/3,1/1,0/0,0/0,3/4,0/0,2/2,6/8,0/0,0/0,RODRIGO DE PAUL,10,STEPHAN EL SHAARAWY,92,4.5,3.6,1.83
2018-2019,13,JUVENTUS,SPAL,24/11/2018,STADIUM ALLIANZ STADIUM,18:00:00,FEDERICO  LA PENNA,ELENITO  DI LIBERATORE,DARIO  CECCONI,ANTONIO  GIUA,MARCO  PICCININI,ALESSANDRO GIALLATINI,2,0,H,MASSIMILIANO ALLEGRI,LEONARDO SEMPLICI,4-4-2,3-5-2,93'03,53'07,0.57,26'21 (50%),14'28 (55%),11'53 (45%),26'46 (50%),15'02 (56%),11'44 (44%),4'22,4'33,4'32,5'00,3'19,4'35,5'43,3'51,4'03,3'38,4'26,5'05,12,8,8(2),1(0),0,0,4,0,4,7,1,5,8,1,1,0,3,0,6,3,20,11,398,507,0.86,0.92,33,17,138,127,227,363,29,24,17,15,0 (0),0 (0),105.489,28.237,69.831,7.421,108.26,27.34,73.485,7.435,6.6,6.7,23 (45%),7 (14%),21 (41%),13 (33%),9 (22%),18 (45%),0/2,2/3,3/3,1/2,0/1,0/0,0/0,2/3,2/3,2/3,0/0,0/0,CRISTIANO RONALDO,7,JASMIN KURTIC,19,1.14,8.0,19.0
2018-2019,13,INTER,FROSINONE,24/11/2018,STADIUM GIUSEPPE MEAZZA,20:30:00,LUCA  PAIRETTO,RODOLFO  DI VUOLO,DOMENICO  ROCCA,DAVIDE  GHERSINI,MAURIZIO  MARIANI,SALVATORE LONGO,3,0,H,LUCIANO SPALLETTI,MORENO LONGO,4-2-3-1,3-5-2,94'39,52'47,0.56,39'31 (75%),19'41 (50%),19'50 (50%),13'16 (25%),10'46 (81%),2'30 (19%),6'05,5'05,5'36,5'53,8'48,8'04,2'23,2'12,3'00,2'30,1'21,1'49,25,5,14(3),4(0),0,0,9,1,11,1,4,10,12,3,3,0,0,1,11,0,11,11,622,244,0.92,0.81,28,25,211,92,383,127,30,12,15,13,0 (0),0 (0),109.451,28.278,73.098,8.075,109.764,26.732,76.175,6.857,6.7,6.6,27 (38%),14 (19%),31 (43%),12 (46%),5 (19%),9 (35%),0/1,2/6,0/2,3/4,2/4,2/4,0/1,2/6,0/0,2/2,2/2,0/0,KEITA,11,RAMAN CHIBSAH,66,1.25,6.0,12.0
2018-2019,13,PARMA,SASSUOLO,25/11/2018,STADIUM ENNIO TARDINI,12:30:00,PAOLO  VALERI,DANIELE  BINDONI,GIOVANNI  BACCINI,FRANCESCO  GUCCINI,ROSARIO  ABISSO,PASQUALE DE MEO,2,1,H,ROBERTO D'AVERSA,ROBERTO DE ZERBI,4-3-3,3-4-3,96'12,45'34,0.47,14'33 (32%),5'25 (37%),9'08 (63%),31'01 (68%),12'48 (41%),18'13 (59%),2'54,2'31,2'49,2'15,2'20,1'44,5'42,3'46,2'35,5'23,5'57,7'38,10,12,4(2),5(1),0,1,4,3,6,7,3,2,5,4,0,0,3,0,2,3,14,14,156,559,0.73,0.89,27,18,36,194,93,347,19,24,25,20,0 (0),1 (1),104.901,29.218,67.938,7.745,104.009,28.916,67.047,8.046,6.4,6.3,17 (39%),7 (16%),20 (45%),23 (47%),5 (10%),21 (43%),1/1,1/1,1/3,4/5,0/0,0/0,3/3,1/1,2/2,1/5,0/0,0/0,GERVINHO,27,KHOUMA BABACAR,30,3.1,3.4,2.3
2018-2019,13,BOLOGNA,FIORENTINA,25/11/2018,STADIUM RENATO DALL'ARA,15:00:00,MARCO  DI BELLO,LUCA  MONDIN,LORENZO  GORI,DANIELE  MINELLI,PIERO  GIACOMELLI,ALESSIO TOLFO,0,0,D,FILIPPO INZAGHI,STEFANO PIOLI,4-3-3,4-3-3,94'01,45'38,0.49,20'16 (44%),11'43 (58%),8'33 (42%),25'22 (56%),10'56 (43%),14'26 (57%),3'12,3'01,3'45,2'57,3'02,4'19,3'41,5'48,2'50,3'10,4'04,5'49,8,11,4(0),6(0),0,0,3,3,4,5,5,4,2,7,0,0,1,2,4,9,11,21,236,349,0.69,0.8,21,17,87,151,128,181,14,27,21,11,0 (0),0 (0),112.259,27.549,74.592,10.118,110.847,28.042,73.549,9.256,6.9,6.8,20 (45%),5 (12%),19 (43%),26 (50%),13 (25%),13 (25%),2/2,3/5,3/5,3/4,0/0,2/2,1/1,3/5,0/4,0/1,3/3,1/3,RODRIGO PALACIO,24,FEDERICO CHIESA,25,4.0,3.3,2.04
2018-2019,13,EMPOLI,ATALANTA,25/11/2018,STADIUM CARLO CASTELLANI,15:00:00,GIANLUCA  MANGANIELLO,ALBERTO  TEGONI,MATTEO  BOTTEGONI,LORENZO  ILLUZZI,DAVIDE  MASSA,STEFANO ALASSIO,3,2,H,GIUSEPPE IACHINI,GIAN PIERO GASPERINI,4-3-2-1,3-4-1-2,94'03,56'02,0.6,21'38 (39%),12'54 (60%),8'44 (40%),34'24 (61%),21'11 (62%),13'13 (38%),2'42,2'34,4'20,6'17,2'56,2'49,5'42,6'20,4'26,4'30,7'44,5'42,12,8,8(2),5(2),1,0,5,2,4,3,3,5,8,5,1,1,2,3,7,3,12,9,307,472,0.78,0.86,23,44,110,169,174,259,25,19,22,22,1 (0),0 (0),107.63,26.796,70.548,10.286,108.135,26.523,71.832,9.78,6.8,6.9,32 (56%),6 (11%),19 (33%),20 (36%),10 (18%),26 (46%),1/1,0/0,1/2,2/3,1/1,0/0,3/3,0/0,4/4,1/2,0/0,0/0,ANTONINO LA GUMINA,20,HANS HATEBOER,33,5.25,4.0,1.66
2018-2019,13,NAPOLI,CHIEVOVERONA,25/11/2018,STADIUM SAN PAOLO,15:00:00,DANIELE  CHIFFI,VALENTINO  FIORITO,MAURO  GALETTO,JUAN LUCA  SACCHI,LUIGI  NASCA,ALESSANDRO COSTANZO,0,0,D,CARLO ANCELOTTI,DOMENICO DI CARLO,4-4-2,4-3-1-2,94'02,52'27,0.56,33'27 (64%),13'02 (39%),20'25 (61%),19'00 (36%),15'10 (80%),3'50 (20%),6'00,4'19,5'09,4'51,4'18,8'50,2'50,3'35,3'20,3'07,3'26,2'42,17,7,10(0),3(0),1,0,6,3,7,4,2,8,14,7,0,0,0,2,20,2,11,13,595,237,0.86,0.68,46,22,195,92,354,123,43,23,42,18,0 (0),0 (0),108.069,29.975,68.507,9.587,114.091,26.876,78.625,8.59,6.7,7.1,47 (51%),11 (11%),35 (38%),5 (18%),7 (25%),16 (57%),0/2,2/4,4/9,6/14,0/0,0/0,0/0,2/4,0/2,1/5,0/0,0/0,DRIES MERTENS,14,JOEL OBI,22,1.12,9.0,19.0
2018-2019,13,LAZIO,MILAN,25/11/2018,STADIUM OLIMPICO,18:00:00,LUCA  BANTI,FILIPPO  MELI,GIORGIO  PERETTI,GIANPAOLO  CALVARESE,MASSIMILIANO  IRRATI,GIORGIO SCHENONE,1,1,D,SIMONE INZAGHI,GENNARO GATTUSO,3-4-2-1,3-4-3,97'23,53'36,0.55,30'09 (56%),13'36 (45%),16'33 (55%),23'27 (44%),16'41 (71%),6'46 (29%),5'33,4'09,3'09,5'27,5'12,6'39,3'43,5'09,4'12,3'23,3'50,3'10,16,8,6(1),3(0),0,0,5,2,10,5,3,5,6,3,0,0,3,0,9,4,10,4,491,396,0.85,0.8,24,27,183,139,284,230,28,14,22,13,0 (0),0 (0),112.559,26.792,76.79,8.977,108.705,27.138,72.699,8.868,6.9,6.7,28 (40%),20 (29%),22 (31%),13 (39%),7 (22%),13 (39%),0/0,0/1,5/10,4/5,0/0,0/0,0/0,0/1,1/2,2/5,0/0,0/0,JOAQUIN CORREA,11,FRANK KESSIE,79,1.85,3.75,4.2
2018-2019,13,GENOA,SAMPDORIA,25/11/2018,STADIUM LUIGI FERRARIS,20:30:00,DANIELE  DOVERI,MATTEO  PASSERI,FABRIZIO  POSADO,GIANLUCA  ROCCHI,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,1,1,D,IVAN JURIC,MARCO GIAMPAOLO,3-5-2,4-3-1-2,93'00,45'54,0.49,20'40 (45%),8'39 (42%),12'01 (58%),25'14 (55%),14'57 (59%),10'17 (41%),2'31,3'33,3'32,2'55,4'32,3'37,3'53,3'18,3'29,4'29,4'59,5'06,10,6,5(1),2(1),1,0,4,2,5,4,1,4,7,1,0,1,4,1,7,6,17,15,232,385,0.68,0.75,41,38,92,159,99,188,13,15,41,11,1 (1),0 (0),103.308,28.027,67.73,7.551,103.128,27.996,66.956,8.176,6.4,6.5,24 (34%),18 (25%),29 (41%),15 (43%),9 (26%),11 (31%),1/2,3/4,2/5,4/9,0/0,0/0,0/0,3/4,2/4,2/2,0/0,0/0,KRZYSZTOF PIATEK,9,FABIO QUAGLIARELLA,27,2.6,3.3,2.75
2018-2019,13,CAGLIARI,TORINO,26/11/2018,STADIUM SARDEGNA ARENA,20:30:00,FABRIZIO  PASQUA,ALESSANDRO  LO CICERO,EMANUELE  PRENNA,LIVIO  MARINELLI,FABIO  MARESCA,MAURO VIVENZI,0,0,D,ROLANDO MARAN,WALTER MAZZARRI,4-3-1-2,3-4-2-1,99'13,54'08,0.55,25'29 (47%),15'39 (61%),9'50 (39%),28'39 (53%),17'58 (63%),10'41 (37%),5'04,4'59,5'15,3'53,3'04,3'14,3'35,2'03,4'39,6'39,4'12,7'31,3,8,1(0),5(0),0,0,0,4,2,3,5,0,2,5,0,0,1,4,3,4,12,13,384,375,0.76,0.78,39,30,115,137,230,208,18,26,28,20,0 (0),0 (0),107.503,25.212,74.829,7.462,103.346,25.379,69.74,8.227,6.8,6.8,16 (32%),12 (24%),22 (44%),17 (34%),6 (12%),27 (54%),0/0,0/0,1/3,2/4,0/0,0/0,0/0,0/0,3/7,7/13,0/0,0/0,DANIELE DESSENA,4,ANDREA BELOTTI,9,2.9,3.2,2.54
2018-2019,14,SPAL,EMPOLI,01/12/2018,STADIUM PAOLO MAZZA,15:00:00,PAOLO SILVIO  MAZZOLENI,MAURO  TONOLINI,GIACOMO  PAGANESSI,LUCA  PAIRETTO,GIANLUCA  MANGANIELLO,LUCA MONDIN,2,2,D,LEONARDO SEMPLICI,GIUSEPPE IACHINI,3-5-2,3-5-2,95'11,43'06,0.45,24'22 (57%),14'36 (60%),9'46 (40%),18'44 (43%),7'56 (42%),10'48 (58%),4'15,3'52,3'24,5'34,3'21,3'55,2'31,3'11,4'11,1'54,3'27,3'30,9,13,5(2),8(2),0,0,4,4,4,5,5,3,5,10,2,1,3,4,4,9,14,14,326,304,0.84,0.8,29,40,128,127,169,137,18,27,22,21,0 (0),0 (0),105.255,25.418,69.915,9.922,107.438,26.559,70.931,9.948,6.9,6.8,24 (52%),5 (11%),17 (37%),16 (31%),12 (23%),24 (46%),1/1,4/6,5/7,2/2,1/3,0/0,0/0,4/6,1/3,1/4,1/1,1/1,JASMIN KURTIC,19,FRANCESCO CAPUTO,11,2.4,3.3,3.0
2018-2019,14,FIORENTINA,JUVENTUS,01/12/2018,STADIUM ARTEMIO FRANCHI,18:00:00,DANIELE  ORSATO,LORENZO  MANGANELLI,GIORGIO  SCHENONE,FABRIZIO  PASQUA,DAVIDE  MASSA,ALBERTO TEGONI,0,3,A,STEFANO PIOLI,MASSIMILIANO ALLEGRI,4-3-3,4-3-3,93'09,51'40,0.55,22'33 (44%),13'25 (59%),9'08 (41%),29'07 (56%),17'49 (61%),11'18 (39%),4'04,1'45,4'09,4'32,2'45,5'18,3'49,5'16,6'21,4'19,5'12,4'09,12,9,7(0),6(3),0,2,3,3,5,3,3,7,5,6,0,2,0,0,4,9,14,8,273,361,0.71,0.78,24,24,112,128,137,209,16,13,28,16,0 (0),1 (1),106.109,26.496,70.629,8.984,103.904,28.414,66.305,9.185,6.7,6.6,30 (55%),8 (14%),17 (31%),13 (28%),11 (24%),22 (48%),0/0,0/0,3/5,1/2,0/0,0/0,0/0,0/0,0/3,1/4,0/0,0/0,FEDERICO CHIESA,25,CRISTIANO RONALDO,7,6.0,3.75,1.61
2018-2019,14,SAMPDORIA,BOLOGNA,01/12/2018,STADIUM LUIGI FERRARIS,20:30:00,ROSARIO  ABISSO,ALESSIO  TOLFO,STEFANO  LIBERTI,JUAN LUCA  SACCHI,DANIELE  CHIFFI,FILIPPO MELI,4,1,H,MARCO GIAMPAOLO,FILIPPO INZAGHI,4-3-1-2,3-5-2,96'22,50'29,0.52,24'42 (49%),15'36 (63%),9'06 (37%),25'47 (51%),12'42 (49%),13'05 (51%),3'43,4'46,3'43,3'58,3'24,5'08,3'22,3'16,4'43,4'59,4'24,5'03,8,8,6(4),4(1),0,0,3,4,2,4,3,2,5,5,3,1,4,1,1,4,14,10,353,428,0.78,0.81,12,38,34,159,307,231,13,21,16,17,0 (0),0 (0),107.923,25.311,73.493,9.119,110.179,24.741,76.736,8.702,6.8,6.8,17 (39%),15 (34%),12 (27%),26 (53%),5 (10%),18 (37%),1/1,0/0,2/2,1/2,0/0,0/0,0/0,0/0,4/4,8/13,0/0,0/0,FABIO QUAGLIARELLA,27,ANDREA POLI,16,2.0,3.3,4.0
2018-2019,14,MILAN,PARMA,02/12/2018,STADIUM GIUSEPPE MEAZZA,12:30:00,GIANPAOLO  CALVARESE,SALVATORE  LONGO,MAURO  GALETTO,LIVIO  MARINELLI,PAOLO  VALERI,GIORGIO PERETTI,2,1,H,GENNARO GATTUSO,ROBERTO D'AVERSA,4-3-3,4-3-3,96'07,45'11,0.47,28'43 (64%),15'59 (56%),12'44 (44%),16'28 (36%),13'16 (81%),3'12 (19%),5'29,7'26,3'19,3'05,3'17,6'07,2'04,2'17,3'19,2'18,2'26,4'04,16,5,6(2),1(1),1,0,5,1,10,4,0,3,7,3,0,1,1,1,8,8,9,16,447,245,0.82,0.74,21,32,158,112,268,101,20,12,28,17,1 (1),0 (0),102.7,28.053,65.68,8.967,105.119,29.181,67.265,8.673,6.2,6.3,29 (43%),13 (20%),25 (37%),14 (39%),10 (28%),12 (33%),0/1,4/4,2/3,1/2,0/2,4/6,0/0,4/4,0/0,0/1,0/0,0/0,PATRICK CUTRONE,63,ROBERTO INGLESE,45,1.4,5.0,7.5
2018-2019,14,FROSINONE,CAGLIARI,02/12/2018,STADIUM BENITO STIRPE,15:00:00,MARCO  SERRA,PASQUALE  DE MEO,GIANLUCA  VUOTO,ALEANDRO  DI PAOLO,LUCA  BANTI,RODOLFO DI VUOLO,1,1,D,MORENO LONGO,ROLANDO MARAN,3-4-2-1,4-3-1-2,96'18,51'35,0.54,24'07 (47%),15'16 (63%),8'51 (37%),27'28 (53%),13'28 (49%),14'00 (51%),5'46,4'13,4'36,2'47,2'12,4'33,4'40,3'31,4'16,5'17,4'57,4'47,20,14,11(1),7(1),0,0,10,4,9,7,5,10,8,6,1,1,1,2,5,1,13,15,299,535,0.8,0.88,37,31,128,164,134,340,17,25,29,21,0 (0),0 (0),111.038,28.028,75.625,7.385,114.261,26.301,80.146,7.814,6.7,7.0,18 (34%),12 (23%),23 (43%),33 (50%),17 (26%),16 (24%),2/2,0/1,7/7,6/6,0/0,1/1,2/3,0/1,2/2,3/4,0/0,1/1,FRANCESCO CASSATA,24,DIEGO FARIAS,17,3.0,3.3,2.4
2018-2019,14,SASSUOLO,UDINESE,02/12/2018,STADIUM MAPEI STADIUM,15:00:00,MARCO  GUIDA,DAMIANO  DI IORIO,ENRICO  CALIARI,RICCARDO  ROS,MARCO  PICCININI,ELENITO DI LIBERATORE,0,0,D,ROBERTO DE ZERBI,DAVIDE NICOLA,4-3-3,4-4-2,96'01,47'26,0.49,31'39 (67%),14'35 (46%),17'04 (54%),15'47 (33%),10'11 (65%),5'36 (35%),3'58,4'40,6'47,6'21,4'36,5'17,3'25,2'24,2'30,2'10,3'24,1'54,9,3,3(0),1(0),0,0,2,0,6,2,1,3,4,1,0,0,2,1,13,2,13,16,521,232,0.86,0.72,35,18,203,75,283,139,22,9,31,10,0 (0),0 (0),110.709,27.642,75.075,7.992,109.407,27.874,73.982,7.551,6.7,6.5,24 (32%),10 (14%),40 (54%),11 (32%),4 (12%),19 (56%),3/4,2/4,3/3,6/13,0/0,0/0,1/1,2/4,2/3,2/2,0/0,0/0,DOMENICO BERARDI,25,ROLANDO MANDRAGORA,38,1.9,3.5,4.0
2018-2019,14,TORINO,GENOA,02/12/2018,STADIUM OLIMPICO GRANDE TORINO,15:00:00,MAURIZIO  MARIANI,CIRO  CARBONE,ANTONIO  SANTORO,LUCA  MASSIMI,FEDERICO  LA PENNA,VALENTINO FIORITO,2,1,H,WALTER MAZZARRI,IVAN JURIC,3-4-3,3-5-2,98'02,44'47,0.46,30'22 (68%),13'05 (43%),17'17 (57%),14'25 (32%),8'38 (60%),5'47 (40%),5'35,5'06,6'04,5'16,3'46,4'35,2'09,1'23,2'12,3'41,2'26,2'34,19,6,10(2),2(1),1,0,7,2,9,4,0,8,11,3,0,0,4,1,5,5,14,20,427,158,0.8,0.58,39,14,163,57,225,87,23,9,28,28,1 (1),0 (0),109.239,30.704,68.506,10.029,101.396,28.267,64.647,8.482,6.5,6.5,30 (44%),15 (22%),23 (34%),16 (40%),9 (22%),15 (38%),4/7,0/0,2/3,2/4,2/2,1/2,1/1,0/0,0/0,0/1,0/0,0/0,ANDREA BELOTTI,9,CHRISTIAN KOUAME,11,1.75,3.75,4.75
2018-2019,14,CHIEVOVERONA,LAZIO,02/12/2018,STADIUM MARCANTONIO BENTEGODI,18:00:00,FABIO  MARESCA,SERGIO  RANGHETTI,NICCOLO'  PAGLIARDINI,ANTONIO  RAPUANO,GIANLUCA  AURELIANO,DANIELE BINDONI,1,1,D,DOMENICO DI CARLO,SIMONE INZAGHI,4-3-1-2,3-5-2,97'07,52'33,0.54,21'29 (41%),13'56 (65%),7'33 (35%),31'04 (59%),17'30 (56%),13'34 (44%),3'31,4'57,4'45,2'19,2'02,3'55,5'08,3'29,6'16,4'55,5'29,5'47,4,14,2(1),7(1),0,0,2,6,2,7,4,1,3,10,1,1,4,3,4,6,11,12,193,560,0.7,0.81,24,57,55,221,114,282,21,33,20,32,0 (0),0 (0),116.068,27.248,78.558,10.262,115.791,27.677,77.509,10.605,7.1,7.0,14 (36%),8 (20%),17 (44%),40 (49%),22 (27%),20 (24%),1/1,0/0,1/3,2/4,0/0,0/0,0/1,0/0,1/6,4/6,0/0,0/0,SERGIO PELLISSIER,31,CIRO IMMOBILE,17,8.0,4.2,1.44
2018-2019,14,ROMA,INTER,02/12/2018,STADIUM OLIMPICO,20:30:00,GIANLUCA  ROCCHI,FABIANO  PRETI,ALESSANDRO  COSTANZO,MARCO  DI BELLO,MICHAEL  FABBRI,FILIPPO VALERIANI,2,2,D,EUSEBIO DI FRANCESCO,LUCIANO SPALLETTI,4-2-3-1,4-2-3-1,94'59,50'20,0.53,19'58 (40%),11'26 (57%),8'32 (43%),30'22 (60%),19'34 (64%),10'48 (36%),3'40,3'31,3'08,3'29,2'53,3'17,6'06,5'00,4'24,4'35,4'39,5'38,13,10,6(2),7(2),2,0,3,4,7,3,5,3,9,8,1,2,1,4,5,6,11,13,326,402,0.8,0.83,35,28,118,147,173,227,27,26,24,9,1 (1),0 (0),112.888,27.498,75.561,9.829,113.822,26.16,78.152,9.51,7.0,7.0,28 (49%),10 (18%),19 (33%),15 (34%),13 (30%),16 (36%),1/1,1/3,3/6,0/5,0/1,0/0,0/0,1/3,5/7,4/7,0/0,0/0,CENGIZ UNDER,17,MAURO ICARDI,9,2.8,3.4,2.45
2018-2019,14,ATALANTA,NAPOLI,03/12/2018,STADIUM ATLETI AZZURRI D'ITALIA,20:30:00,PIERO  GIACOMELLI,MAURO  VIVENZI,STEFANO  ALASSIO,DANIELE  DOVERI,MASSIMILIANO  IRRATI,ALESSANDRO LO CICERO,1,2,A,GIAN PIERO GASPERINI,CARLO ANCELOTTI,3-4-1-2,4-4-2,95'21,53'58,0.57,31'35 (59%),17'24 (55%),14'11 (45%),22'23 (41%),14'17 (64%),8'06 (36%),4'27,4'57,5'58,5'51,4'41,5'41,3'07,4'46,3'48,2'35,4'26,3'41,9,9,3(1),5(2),0,0,3,5,6,4,3,1,8,9,1,2,0,4,12,6,8,7,503,406,0.83,0.8,33,30,177,129,293,247,32,26,24,20,0 (0),0 (0),113.197,27.674,74.25,11.273,112.691,27.261,74.212,11.218,7.0,7.0,35 (56%),10 (15%),18 (29%),25 (52%),7 (15%),16 (33%),2/5,1/2,0/3,1/4,0/0,0/0,0/0,1/2,1/2,0/0,0/0,0/1,DUVAN ZAPATA,91,ARKADIUSZ MILIK,99,3.3,3.6,2.14
2018-2019,15,JUVENTUS,INTER,07/12/2018,STADIUM ALLIANZ STADIUM,20:30:00,MASSIMILIANO  IRRATI,FILIPPO  MELI,MATTEO  PASSERI,DANIELE  DOVERI,MARCO  GUIDA,CIRO CARBONE,1,0,H,MASSIMILIANO ALLEGRI,LUCIANO SPALLETTI,4-3-1-2,4-3-3,96'12,49'22,0.51,24'38 (50%),11'44 (48%),12'54 (52%),24'44 (50%),11'56 (48%),12'48 (52%),5'23,3'22,5'25,2'44,4'24,3'20,3'58,5'07,3'58,4'59,2'21,4'20,14,8,6(1),4(0),0,0,6,3,8,4,2,4,9,5,1,0,2,1,10,8,13,16,392,388,0.83,0.86,35,44,150,109,207,235,29,24,24,21,0 (0),0 (0),109.284,28.848,70.113,10.323,110.931,27.443,73.74,9.748,6.6,6.7,35 (63%),10 (17%),11 (20%),21 (53%),3 (7%),16 (40%),2/2,1/1,4/9,2/5,0/0,0/0,0/0,1/1,3/9,5/9,0/0,0/0,MARIO MANDZUKIC,17,MATTEO POLITANO,16,1.53,3.8,6.5
