Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,Add_Referee_1,Add_Referee_2,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_off_sp_T1,Atp_off_sp_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Lst_Bls_T1,Lst_Bls_T2,Rcv_Bls_T1,Rcv_Bls_T2,Fst_Brk_T1,Fst_Brk_T2,Lng_Bls_T1,Lng_Bls_T2,Prs_Act_T1,Prs_Act_T2,Wrg_Pss_T1,Wrg_Pss_T2,BuP_T1,BuP_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,Rcv_Bls_Dfc_r_T1,Rcv_Bls_Dfc_l_T1,Rcv_Bls_Mdl_r_T1,Rcv_Bls_Mdl_l_T1,Rcv_Bls_Atk_r_T1,Rcv_Bls_Atk_l_T1,Rcv_Bls_Dfc_r_T2,Rcv_Bls_Dfc_l_T2,Rcv_Bls_Mdl_r_T2,Rcv_Bls_Mdl_l_T2,Rcv_Bls_Atk_r_T2,Rcv_Bls_Atk_l_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2016-2017,2,LAZIO,JUVENTUS,27/08/2016,STADIUM OLIMPICO,18:00,MARCO  GUIDA,MAURO  TONOLINI,ALBERTO  TEGONI,LORENZO  MANGANELLI,ANTONIO  DAMATO,MASSIMILIANO IRRATI,0,1,A,SIMONE INZAGHI,MASSIMILIANO ALLEGRI,3-4-3,3-5-2,96'10,58'02,60%,30'34 (53%),16'34 (54%),14'00 (46%),27'28 (47%),16'13 (59%),11'15 (41%),4'19,5'19,4'52,5'07,3'44,7'13,4'38,4'43,5'00,4'04,3'39,5'24,2,9,1(0),5(1),0,0,0,0,0,5,1,4,0,2,0,0,4,1,0,8,0,4,0,3,4,2,15,5,25,46,32,37,2,2,22,13,4,2,25,25,18,20,0,1,0 (0),0 (0),107.428,24.614,73.672,9.142,108.101,26.848,72.297,8.956,7.2,7,8 (67%),1 (8%),3 (25%),4 (27%),4 (26%),7 (47%),0/0,1/2,2/6,2/3,0/0,0/0,0/0,1/2,2/2,2/4,0/0,0/0,6,9,11,5,1,0,7,9,12,8,0,1,FELIPE ANDERSON,10,SAMI KHEDIRA,6,4.75,3.5,1.8
2016-2017,2,NAPOLI,MILAN,27/08/2016,STADIUM SAN PAOLO,20:45,PAOLO  VALERI,GIULIO  DOBOSZ,ALFONSO  MARRAZZO,ELENITO GIOVANNI  DI LIBERATORE,DAVIDE  MASSA,MARCO DI BELLO,4,2,H,MAURIZIO SARRI,VINCENZO MONTELLA,4-3-3,4-3-3,95'22,51'38,54%,28'26 (55%),13'17 (47%),15'09 (53%),23'12 (45%),14'44 (64%),8'28 (36%),4'44,5'30,3'49,4'28,2'19,7'36,4'47,2'32,4'24,4'39,4'07,2'43,10,8,9(4),4(2),0,0,2,1,8,2,1,4,1,0,0,0,2,4,11,8,1,1,1,5,9,4,13,14,25,25,29,30,3,7,17,22,6,2,36,39,19,10,0,0,0 (0),0 (0),104.22,28.621,66.389,9.21,100.932,27.631,66.274,7.027,6.5,6.5,8 (25%),19 (59%),5 (16%),3 (17%),12 (66%),3 (17%),1/2,0/2,2/4,0/3,0/0,0/2,1/1,0/2,1/1,1/2,1/3,0/4,6,10,10,3,0,0,4,6,14,3,2,1,ARKADIUSZ MILIK,99,GIACOMO BONAVENTURA,5,1.67,4,5
2016-2017,2,INTER,PALERMO,28/08/2016,STADIUM GIUSEPPE MEAZZA,18:00,CARMINE  RUSSO,FABIANO  PRETI,VALENTINO  FIORITO,GIORGIO  SCHENONE,GIANPAOLO  CALVARESE,GIANLUCA AURELIANO,1,1,D,FRANK DE BOER,DAVIDE BALLARDINI,4-3-3,3-5-2,94'59,45'10,48%,28'04 (62%),11'39 (42%),16'25 (58%),17'06 (38%),9'18 (54%),7'48 (46%),4'34,6'17,3'14,4'40,3'54,5'24,3'20,2'33,2'58,3'10,1'35,3'30,15,6,5(1),3(1),0,0,0,0,5,0,10,3,5,1,1,1,2,3,13,4,1,0,2,0,8,4,13,25,31,22,25,19,1,3,6,22,0,0,20,13,14,3,1,0,0 (0),0 (0),106.425,32.937,66.367,7.121,106.56,32.527,66.931,7.102,6.3,6.4,8 (30%),15 (55%),4 (15%),3 (25%),6 (50%),3 (25%),2/2,1/1,5/6,2/3,0/0,0/0,0/1,1/1,1/2,0/0,0/0,0/1,7,7,5,5,0,1,2,5,6,5,1,0,MAURO ICARDI,9,ANDREA RISPOLI,3,1.33,4.75,10
2016-2017,2,CAGLIARI,ROMA,28/08/2016,STADIUM SANT'ELIA,20:45,PAOLO SILVIO  MAZZOLENI,FABRIZIO  POSADO,SALVATORE  LONGO,GIANMATTIA  TASSO,LUCA  BANTI,LUIGI NASCA,2,2,D,MASSIMO RASTELLI,LUCIANO SPALLETTI,4-3-1-2,4-3-3,93'51,50'29,54%,29'10 (58%),16'32 (57%),12'38 (43%),21'19 (42%),11'49 (55%),9'30 (45%),4'57,4'39,4'57,3'55,5'01,5'41,4'07,2'24,3'45,4'32,3'10,3'21,11,16,6(2),6(2),0,1,0,0,6,4,5,10,0,0,1,0,4,3,9,14,3,4,4,1,4,3,19,9,24,22,12,8,1,5,13,12,2,1,36,29,19,22,0,0,0 (0),1 (1),116.049,26.442,79.328,10.279,109.33,28.553,72.664,8.113,7.3,6.9,10 (32%),15 (49%),6 (19%),4 (17%),16 (66%),4 (17%),1/4,1/2,4/7,3/7,0/0,0/0,1/1,1/2,1/5,4/5,0/0,0/0,1,3,4,3,1,0,2,2,3,1,0,0,MARCO BORRIELLO,22,EDIN DZEKO,9,4.75,3.75,1.7
2016-2017,2,CROTONE,GENOA,28/08/2016,STADIUM ADRIATICO - GIOVANNI CORNACCHIA,20:45,NICOLA  RIZZOLI,FILIPPO  VALERIANI,PASQUALE  DE MEO,MARCO  BARBIRATI,LUCA  PAIRETTO,ALEANDRO DI PAOLO,1,3,A,DAVIDE NICOLA,IVAN JURIC,3-4-3,3-4-3,95'04,47'50,50%,22'40 (47%),10'29 (46%),12'11 (54%),25'10 (53%),12'51 (51%),12'19 (49%),3'59,4'25,3'07,2'16,4'15,4'38,4'38,2'43,5'30,4'43,3'08,4'28,10,17,5(1),8(3),0,1,5,7,3,6,5,9,3,9,0,0,5,2,5,17,0,3,2,0,1,6,18,15,19,18,15,18,1,0,17,10,2,0,33,21,9,11,0,0,0 (0),0 (0),106.789,26.816,70.05,9.923,104.861,27.154,67.528,10.179,6.9,6.9,9 (33%),9 (34%),9 (33%),10 (26%),16 (42%),12 (32%),1/2,1/3,1/8,1/5,0/0,0/0,0/0,1/3,3/8,6/10,0/0,0/0,1,4,3,7,0,0,7,5,2,3,1,0,RAFFAELE PALLADINO,7,LEONARDO PAVOLETTI,19,4,3.4,1.91
2016-2017,2,FIORENTINA,CHIEVOVERONA,28/08/2016,STADIUM ARTEMIO FRANCHI,20:45,MICHAEL  FABBRI,RODOLFO  DI VUOLO,CLAUDIO  LA ROCCA,ANDREA  MARZALONI,PIERO  GIACOMELLI,GIANLUCA MANGANIELLO,1,0,H,PAULO SOUSA,ROLANDO MARAN,3-4-2-1,4-3-1-2,98'05,57'21,58%,33'30 (58%),18'32 (55%),14'58 (45%),23'51 (42%),14'32 (61%),9'19 (39%),6'50,4'53,4'38,4'32,3'10,9'27,4'07,3'21,3'47,4'18,4'52,3'26,10,8,5(1),2(0),0,0,1,0,4,1,5,6,0,1,1,0,2,3,5,4,2,2,0,4,4,4,7,13,34,27,19,22,4,4,16,21,3,7,26,16,33,23,3,0,0 (0),0 (0),106.874,28.227,71.252,7.395,109.452,25.509,75.423,8.52,6.7,6.9,5 (25%),5 (25%),10 (50%),9 (56%),3 (19%),4 (25%),2/3,1/2,3/3,4/4,0/0,1/2,4/5,1/2,4/6,1/3,0/0,1/1,3,5,6,5,0,0,4,7,6,4,0,1,JOSIP ILICIC,72,ROBERTO INGLESE,45,1.67,3.75,5.5
2016-2017,2,SAMPDORIA,ATALANTA,28/08/2016,STADIUM LUIGI FERRARIS,20:45,DANIELE  DOVERI,ALESSANDRO  GIALLATINI,STEFANO  DEL GIOVANE,SERGIO  RANGHETTI,CLAUDIO  GAVILLUCCI,MARCO SERRA,2,1,H,MARCO GIAMPAOLO,GIAN PIERO GASPERINI,4-3-1-2,3-4-3,95'57,52'33,55%,28'10 (54%),13'57 (50%),14'13 (50%),24'23 (46%),13'59 (57%),10'24 (43%),4'27,3'37,4'36,5'10,4'01,6'19,4'43,4'23,2'19,3'57,4'42,4'19,8,4,5(2),1(1),1,0,0,1,3,1,3,3,0,0,0,0,0,2,7,4,1,1,4,4,3,1,13,16,34,34,17,18,1,1,9,11,0,0,22,23,21,16,0,0,1 (1),0 (0),104.074,30.273,65.769,8.032,99.756,28.271,64.38,7.105,6.3,6.4,10 (42%),7 (29%),7 (29%),4 (29%),1 (7%),9 (64%),0/0,1/3,3/3,3/4,0/0,0/0,0/0,1/3,2/3,3/6,0/0,0/0,2,5,3,6,1,0,2,10,3,2,1,0,LUIS MURIEL,9,FRANK KESSIE',19,2.25,3.2,3.4
2016-2017,2,SASSUOLO,PESCARA,28/08/2016,STADIUM MAPEI STADIUM,20:45,PAOLO  TAGLIAVENTO,OMAR  GAVA,ALESSANDRO  COSTANZO,MATTEO  PASSERI,MAURIZIO  MARIANI,LORENZO ILLUZZI,2,1,H,EUSEBIO DI FRANCESCO,MASSIMO ODDO,4-3-3,4-3-2-1,95'04,54'52,58%,21'08 (39%),8'51 (42%),12'17 (58%),33'44 (61%),17'36 (52%),16'08 (48%),3'45,3'14,4'19,3'48,2'34,3'28,5'24,7'30,4'09,5'33,4'08,7'00,8,11,3(2),5(1),0,0,0,0,1,4,5,6,0,0,1,0,4,1,3,6,2,3,2,3,2,7,13,21,47,35,23,17,1,4,17,4,2,0,31,25,17,18,1,0,0 (0),0 (0),111.278,28.755,73.939,8.584,110.732,29.121,73.472,8.139,6.8,6.8,4 (50%),4 (50%),0 (0%),10 (50%),5 (25%),5 (25%),1/2,0/0,0/1,1/1,0/0,0/0,2/3,0/0,1/2,0/3,0/0,0/0,6,6,5,4,1,1,5,2,5,3,2,0,DOMENICO BERARDI,25,GIANLUCA CAPRARI,17,1.62,3.75,6
2016-2017,2,TORINO,BOLOGNA,28/08/2016,STADIUM OLIMPICO GRANDE TORINO,20:45,GIANLUCA  ROCCHI,ALESSANDRO  LO CICERO,FILIPPO  MELI,MAURO  VIVENZI,DAVIDE  GHERSINI,VALERIO MARINI,5,1,H,SINISA MIHAJLOVIC,ROBERTO DONADONI,4-3-3,4-3-3,94'04,48'33,52%,25'06 (52%),12'59 (52%),12'07 (48%),23'27 (48%),14'36 (62%),8'51 (38%),4'16,6'01,4'41,3'19,3'33,3'16,4'07,2'07,3'31,2'44,4'51,6'07,16,7,12(5),3(1),1,0,1,0,9,2,4,4,2,1,0,0,2,7,16,7,5,0,4,3,6,3,13,12,23,33,33,28,10,9,22,23,6,2,35,32,17,12,1,0,1 (0),0 (0),104.139,30.586,65.93,7.623,105.825,30.12,67.951,7.754,6.5,6.5,7 (19%),21 (57%),9 (24%),3 (11%),15 (53%),10 (36%),1/1,1/2,1/3,2/5,1/1,1/3,0/0,1/2,1/2,0/2,2/3,2/2,5,11,6,9,1,1,7,12,2,6,0,1,ANDREA BELOTTI,9,EMIL KRAFTH,4,1.85,3.5,4.5
2016-2017,2,UDINESE,EMPOLI,28/08/2016,"STADIUM FRIULI DENOMINAZIONE COMMERCIALE ""DACIA ARENA""",20:45,FABIO  MARESCA,GIACOMO  PAGANESSI,RICCARDO  DI FIORE,GIANLUCA  CARIOLATO,DANIELE  ORSATO,JUAN LUCA SACCHI,2,0,H,GIUSEPPE IACHINI,GIOVANNI MARTUSCIELLO,4-3-1-2,4-3-1-2,95'47,48'40,51%,22'55 (47%),10'58 (48%),11'57 (52%),25'45 (53%),12'50 (50%),12'55 (50%),3'59,3'50,5'11,2'44,2'19,4'52,3'59,4'06,3'48,5'10,3'43,4'59,6,7,3(2),5(0),0,0,0,0,2,5,3,2,0,1,0,0,4,1,3,5,1,3,3,1,4,5,14,19,20,21,20,16,1,0,12,3,0,0,15,16,15,15,0,0,0 (0),0 (0),104.823,31.013,66.368,7.442,102.933,28.684,66.448,7.801,6.4,6.5,6 (32%),4 (21%),9 (47%),14 (58%),4 (17%),6 (25%),1/1,1/2,1/2,5/5,0/0,0/0,1/1,1/2,1/5,0/1,0/0,0/0,1,5,3,11,0,0,2,7,3,4,0,0,FELIPE,30,RICCARDO SAPONARA,10,2.05,3.4,3.75
2016-2017,3,JUVENTUS,SASSUOLO,10/09/2016,STADIUM JUVENTUS STADIUM,18:00,MARCO  DI BELLO,LORENZO  MANGANELLI,SERGIO  RANGHETTI,RICCARDO  DI FIORE,CARMINE  RUSSO,MICHAEL FABBRI,3,1,H,MASSIMILIANO ALLEGRI,EUSEBIO DI FRANCESCO,3-5-2,4-3-3,97'51,53'10,54%,34'46 (65%),15'29 (45%),19'17 (55%),18'24 (35%),9'42 (53%),8'42 (47%),5'55,7'32,4'38,5'47,4'34,6'20,3'43,3'27,2'13,1'47,1'48,5'26,17,6,11(3),4(1),0,0,1,1,10,4,6,2,2,0,0,1,2,7,17,5,3,1,3,1,14,5,8,12,23,25,27,25,3,6,18,9,0,5,30,33,20,8,0,0,0 (0),0 (0),108.68,32.565,68.239,7.876,109.163,28.595,71.365,9.203,6.4,6.4,5 (14%),22 (61%),9 (25%),3 (18%),11 (64%),3 (18%),0/1,2/4,3/3,1/5,1/3,0/0,1/2,2/4,2/3,0/1,0/1,0/0,10,5,5,6,1,0,5,12,5,2,0,1,GONZALO HIGUAIN,9,LUCA ANTEI,5,1.3,5,12
2016-2017,3,PALERMO,NAPOLI,10/09/2016,STADIUM RENZO BARBERA,20:45,DAVIDE  MASSA,ANDREA  MARZALONI,ANDREA  CRISPO,GIANLUCA  VUOTO,DANIELE  DOVERI,DAVIDE GHERSINI,0,3,A,ROBERTO DE ZERBI,MAURIZIO SARRI,4-3-3,4-3-3,92'04,54'44,59%,23'05 (42%),16'20 (71%),6'45 (29%),31'39 (58%),16'06 (51%),15'33 (49%),4'37,4'31,2'15,3'02,5'07,3'33,5'35,4'45,6'08,3'50,3'55,7'25,2,13,1(0),8(3),0,0,0,0,0,5,1,5,0,2,0,0,5,1,2,10,0,5,4,2,2,4,14,4,23,21,18,24,1,1,18,3,0,2,15,20,6,25,0,0,0 (0),0 (0),107.618,26.545,74.603,6.47,106.519,27.384,71.651,7.484,6.8,6.7,3 (30%),3 (30%),4 (40%),9 (32%),16 (57%),3 (11%),1/1,1/2,0/1,1/2,0/0,0/0,2/2,1/2,3/7,1/2,1/2,0/0,6,3,5,4,0,0,2,7,5,7,3,0,ILIJA NESTOROVSKI,30,JOSE' CALLEJON,7,9,5,1.33
2016-2017,3,BOLOGNA,CAGLIARI,11/09/2016,STADIUM RENATO DALL'ARA,12:30,ROSARIO  ABISSO,ELENITO GIOVANNI  DI LIBERATORE,DAMIANO  DI IORIO,ALESSANDRO  COSTANZO,PAOLO  TAGLIAVENTO,ANTONIO RAPUANO,2,1,H,ROBERTO DONADONI,MASSIMO RASTELLI,4-3-3,4-3-1-2,98'23,50'02,51%,24'47 (50%),11'38 (47%),13'09 (53%),25'15 (50%),15'34 (62%),9'41 (38%),4'46,3'41,4'10,2'50,3'57,5'23,5'23,3'35,6'22,3'45,2'56,3'14,14,9,12(2),4(1),1,1,1,1,6,2,2,5,0,2,0,1,3,10,6,5,1,1,2,2,9,4,13,9,14,20,17,12,0,0,13,16,1,0,12,22,9,5,2,0,0 (0),0 (0),105.416,30.897,66.646,7.873,102.826,28.709,67.402,6.715,6.5,6.6,3 (13%),16 (70%),4 (17%),7 (44%),7 (43%),2 (13%),1/1,0/0,0/1,1/1,0/0,0/0,2/2,0/0,3/4,0/2,0/0,0/0,6,5,1,4,1,0,4,2,3,1,1,1,SIMONE VERDI,9,BRUNO ALVES,2,2.1,3.25,3.75
2016-2017,3,ATALANTA,TORINO,11/09/2016,STADIUM ATLETI AZZURRI D'ITALIA,15:00,MAURIZIO  MARIANI,GIANLUCA  CARIOLATO,STEFANO  LIBERTI,GIORGIO  PERETTI,MASSIMILIANO  IRRATI,RICCARDO PINZANI,2,1,H,GIAN PIERO GASPERINI,SINISA MIHAJLOVIC,4-3-3,4-3-3,99'23,41'30,42%,21'24 (52%),8'47 (41%),12'37 (59%),20'06 (48%),11'13 (56%),8'53 (44%),3'54,4'20,3'58,1'48,3'00,4'24,3'07,2'17,4'19,2'25,5'11,2'47,16,10,4(2),7(1),1,1,1,1,4,4,12,3,2,0,0,1,6,1,14,10,3,3,3,1,4,4,14,20,29,21,24,16,10,4,15,27,0,1,28,25,13,11,1,0,1 (1),0 (0),102.64,30.449,63.125,9.066,101.583,30.467,62.777,8.339,6.2,6.2,12 (36%),17 (52%),4 (12%),1 (6%),11 (65%),5 (29%),0/1,1/2,4/8,2/2,2/3,0/2,0/0,1/2,0/0,1/3,0/2,0/1,3,9,7,4,1,0,6,3,4,3,0,0,FRANK KESSIE',19,IAGO FALQUE,14,2.6,3.2,2.8
2016-2017,3,CHIEVOVERONA,LAZIO,11/09/2016,STADIUM MARC'ANTONIO BENTEGODI,15:00,DANIELE  ORSATO,GIANMATTIA  TASSO,ALESSIO  TOLFO,FILIPPO  MELI,FABIO  MARESCA,RICCARDO ROS,1,1,D,ROLANDO MARAN,SIMONE INZAGHI,4-3-1-2,4-3-3,99'29,53'04,53%,28'43 (54%),19'13 (67%),9'30 (33%),24'21 (46%),15'02 (62%),9'19 (38%),3'46,7'43,6'46,2'48,3'03,4'37,4'17,2'46,5'24,2'52,3'51,5'11,6,9,4(1),3(1),0,0,3,1,3,3,2,6,2,0,0,0,2,3,4,1,0,2,1,1,2,1,12,13,23,26,18,17,0,1,16,11,0,0,16,9,12,14,0,0,0 (0),0 (0),110.967,30.792,72.362,7.813,111.48,29.568,74.164,7.748,6.6,6.7,4 (50%),3 (37%),1 (13%),3 (19%),2 (12%),11 (69%),2/4,0/0,0/1,0/1,0/0,0/0,0/0,0/0,1/1,2/2,0/0,0/0,5,2,7,4,0,0,1,7,2,6,1,0,ALESSANDRO GAMBERINI,5,STEFAN DE VRIJ,3,3,3.2,2.5
2016-2017,3,MILAN,UDINESE,11/09/2016,STADIUM GIUSEPPE MEAZZA,15:00,GIANPAOLO  CALVARESE,GIORGIO  SCHENONE,VALERIO  PEGORIN,STEFANO  ALASSIO,MARCO  GUIDA,ALEANDRO DI PAOLO,0,1,A,VINCENZO MONTELLA,GIUSEPPE IACHINI,4-3-3,4-3-1-2,100'21,50'42,51%,29'52 (59%),15'47 (53%),14'05 (47%),20'50 (41%),11'26 (55%),9'24 (45%),5'15,4'26,5'34,4'31,3'49,6'16,2'42,2'51,4'28,1'49,2'53,6'07,8,6,3(0),3(1),0,0,0,0,2,3,5,3,0,1,0,0,2,2,4,4,1,3,3,0,8,8,9,10,31,24,15,15,7,5,12,21,0,0,24,27,19,10,0,0,0 (0),0 (0),100.956,30.496,63.875,6.585,101.718,31.406,63.897,6.415,6.1,6.2,9 (23%),13 (33%),17 (44%),8 (32%),11 (44%),6 (24%),0/0,3/8,2/4,2/5,0/0,0/1,0/1,3/8,1/6,2/3,0/0,0/0,4,3,4,4,0,0,3,3,4,4,1,0,SUSO,8,STIPE PERICA,18,1.67,4,5
2016-2017,3,ROMA,SAMPDORIA,11/09/2016,STADIUM OLIMPICO,15:00,PIERO  GIACOMELLI,MARCO  BARBIRATI,MAURO  VIVENZI,CLAUDIO  LA ROCCA,GIANLUCA  ROCCHI,LUCA PAIRETTO,3,2,H,LUCIANO SPALLETTI,MARCO GIAMPAOLO,4-3-3,4-3-1-2,94'56,47'53,50%,29'48 (62%),17'19 (58%),12'29 (42%),18'05 (38%),11'06 (61%),6'59 (39%),4'44,4'14,5'10,5'42,4'55,5'03,3'50,2'21,3'38,2'34,2'42,3'00,16,8,7(3),7(2),1,0,0,1,7,5,9,1,1,0,0,0,5,4,12,5,10,4,6,1,11,7,11,10,38,34,18,21,1,0,7,21,2,1,35,26,21,12,1,0,1 (1),0 (0),102.972,28.036,65.786,9.15,109.905,27.124,71.961,10.82,6.8,7,7 (23%),7 (24%),16 (53%),3 (21%),4 (29%),7 (50%),2/2,2/4,1/1,4/9,0/1,0/0,1/1,2/4,0/0,1/2,0/0,0/0,2,5,6,5,0,0,6,3,7,2,2,1,FRANCESCO TOTTI,10,LUIS MURIEL,9,1.33,5.25,9
2016-2017,3,PESCARA,INTER,11/09/2016,STADIUM ADRIATICO - GIOVANNI CORNACCHIA,20:45,ANTONIO  DAMATO,FABRIZIO  POSADO,ALESSANDRO  LO CICERO,GIUSEPPE  DE PINTO,NICOLA  RIZZOLI,DOMENICO CELI,1,2,A,MASSIMO ODDO,FRANK DE BOER,4-3-2-1,4-2-3-1,94'03,45'40,49%,17'32 (38%),11'11 (64%),6'21 (36%),28'08 (62%),13'29 (48%),14'39 (52%),3'38,3'48,2'36,2'19,3'23,1'48,5'32,3'10,5'45,3'35,3'57,6'09,10,15,7(1),7(2),0,0,0,0,4,6,3,8,0,2,0,0,5,5,9,12,3,3,3,0,3,13,12,10,31,29,16,30,2,7,24,4,3,7,18,35,18,34,6,1,0 (0),0 (0),108.336,24.188,75.593,8.555,104.03,26.65,68.788,8.592,7.2,6.8,3 (21%),7 (50%),4 (29%),6 (25%),7 (29%),11 (46%),0/0,0/1,1/1,3/3,0/0,0/0,2/2,0/1,1/3,3/6,0/0,2/3,4,6,3,3,0,0,5,7,9,7,2,0,JEAN-CHRISTOPHE BAHEBECK,15,MAURO ICARDI,9,4.75,3.75,1.75
2016-2017,3,EMPOLI,CROTONE,12/09/2016,STADIUM CARLO CASTELLANI,20:45,PAOLO  VALERI,FABIANO  PRETI,DANIELE  BINDONI,ALFONSO  MARRAZZO,CLAUDIO  GAVILLUCCI,GIANLUCA MANGANIELLO,2,1,H,GIOVANNI MARTUSCIELLO,DAVIDE NICOLA,4-3-1-2,3-4-3,96'07,56'13,58%,30'06 (54%),14'55 (50%),15'11 (50%),26'07 (46%),19'53 (76%),6'14 (24%),4'59,4'18,4'19,4'42,4'36,7'12,4'50,3'43,5'05,4'39,3'12,4'37,12,5,8(2),3(1),0,0,2,0,5,2,4,2,0,0,0,0,2,6,4,2,1,1,2,7,5,0,13,20,43,30,16,26,5,4,19,34,10,9,40,43,15,5,0,0,0 (0),0 (0),107.151,27.649,70.043,9.459,106.425,25.853,71.643,8.929,6.6,6.8,16 (36%),19 (42%),10 (22%),12 (44%),10 (37%),5 (19%),2/4,0/1,1/4,1/1,1/4,0/2,2/2,0/1,1/4,1/3,0/0,0/2,5,2,5,4,0,0,11,5,7,3,0,0,GIUSEPPE BELLUSCI,6,MARIO SAMPIRISI,31,1.57,4,6
2016-2017,3,GENOA,FIORENTINA,15/12/2016,STADIUM LUIGI FERRARIS,20:00,MARCO  GUIDA,ALESSANDRO  COSTANZO,CIRO  CARBONE,ALBERTO  TEGONI,PAOLO SILVIO  MAZZOLENI,JUAN LUCA SACCHI,1,0,H,IVAN JURIC,PAULO SOUSA,3-4-3,4-3-3,93'41,48'40,52%,23'46 (49%),12'14 (51%),11'32 (49%),24'54 (51%),14'22 (58%),10'32 (42%),3'23,4'54,5'43,2'51,2'54,4'01,5'31,2'18,2'18,4'35,4'10,6'02,11,9,7(1),5(0),0,1,3,1,3,2,0,0,1,0,0,0,4,3,9,3,4,2,3,1,4,3,22,11,28,39,32,17,8,4,35,21,8,3,38,33,7,16,0,0,0 (0),0 (0),104.496,26.981,68.555,8.96,107.03,26.279,71.998,8.753,6.84,6.91,12 (35%),9 (27%),13 (38%),8 (35%),9 (39%),6 (26%),1/2,1/2,2/9,2/4,0/0,0/0,1/2,1/2,2/4,1/2,2/2,1/2,10,7,12,2,1,0,3,1,8,3,2,0,DARKO LAZOVIC,22,MAURO ZARATE,7,2.6,3.2,2.8
2016-2017,4,SAMPDORIA,MILAN,16/09/2016,STADIUM LUIGI FERRARIS,20:45,MASSIMILIANO  IRRATI,LORENZO  MANGANELLI,SALVATORE  LONGO,GIACOMO  PAGANESSI,DANIELE  ORSATO,CARMINE RUSSO,0,1,A,MARCO GIAMPAOLO,VINCENZO MONTELLA,4-3-1-2,4-3-3,97'34,46'51,48%,23'02 (49%),11'35 (50%),11'27 (50%),23'49 (51%),11'33 (48%),12'16 (52%),4'16,4'03,2'50,3'27,2'49,5'37,5'39,3'11,4'39,3'45,3'21,3'14,8,7,4(0),4(1),0,0,0,0,3,2,4,3,0,0,0,1,3,3,5,4,2,3,2,5,8,5,10,13,24,22,14,18,4,4,19,29,2,1,28,27,8,11,0,0,0 (0),0 (0),103.276,30.093,64.902,8.281,102.335,29.977,65.291,7.067,6.2,6.1,11 (25%),13 (30%),20 (45%),16 (48%),14 (43%),3 (9%),2/3,4/5,3/4,3/5,0/0,0/0,3/4,4/5,3/7,0/0,0/2,1/1,7,0,4,2,1,0,2,4,3,9,0,0,LUIS MURIEL,9,CARLOS BACCA,70,3.1,3.3,2.3
