Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Pt_1st_hf,Pt_2nd_hf,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Post_T1,Post_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Blck_shts_T1,Blck_shts_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Drbbl_T1,Drbbl_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Pss_Cmpl_T1,Pss_Cmpl_T2,Pss_Cmpl_Perc_T1,Pss_Cmpl_Perc_T2,Pss_Fnl_Thr_T1,Pss_Fnl_Thr_T2,Frwd_Pss_T1,Frwd_Pss_T2,Crs_Suc_Atp_T1,Crs_Suc_Atp_T2,Lng_Pss_T1,Lng_Pss_T2,Key_Pss_T1,Key_Pss_T2,Rcv_Bls_T1,Rcv_Bls_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Blls_Plyd_T1,Blls_Plyd_Def_T1,Blls_Plyd_Mid_T1,Blls_Plyd_Atk_T1,Blls_Plyd_T2,Blls_Plyd_Def_T2,Blls_Plyd_Mid_T2,Blls_Plyd_Atk_T2,Tch_Def_Top_Left_T1,Tch_Def_Top_Ctr_Left_T1,Tch_Def_Top_Ctr_Right_T1,Tch_Def_Top_Right_T1,Tch_Def_Btm_Left_T1,Tch_Def_Btm_Ctr_Left_T1,Tch_Def_Btm_Ctr_Right_T1,Tch_Def_Btm_Right_T1,Tch_Mid_Top_Left_T1,Tch_Mid_Top_Ctr_Left_T1,Tch_Mid_Top_Ctr_Right_T1,Tch_Mid_Top_Right_T1,Tch_Mid_Btm_Left_T1,Tch_Mid_Btm_Ctr_Left_T1,Tch_Mid_Btm_Ctr_Right_T1,Tch_Mid_Btm_Right_T1,Tch_Atk_Top_Left_T1,Tch_Atk_Top_Ctr_Left_T1,Tch_Atk_Top_Ctr_Right_T1,Tch_Atk_Top_Right_T1,Tch_Atk_Btm_Left_T1,Tch_Atk_Btm_Ctr_Left_T1,Tch_Atk_Btm_Ctr_Right_T1,Tch_Atk_Btm_Right_T1,Tch_Def_Top_Left_T2,Tch_Def_Top_Ctr_Left_T2,Tch_Def_Top_Ctr_Right_T2,Tch_Def_Top_Right_T2,Tch_Def_Btm_Left_T2,Tch_Def_Btm_Ctr_Left_T2,Tch_Def_Btm_Ctr_Right_T2,Tch_Def_Btm_Right_T2,Tch_Mid_Top_Left_T2,Tch_Mid_Top_Ctr_Left_T2,Tch_Mid_Top_Ctr_Right_T2,Tch_Mid_Top_Right_T2,Tch_Mid_Btm_Left_T2,Tch_Mid_Btm_Ctr_Left_T2,Tch_Mid_Btm_Ctr_Right_T2,Tch_Mid_Btm_Right_T2,Tch_Atk_Top_Left_T2,Tch_Atk_Top_Ctr_Left_T2,Tch_Atk_Top_Ctr_Right_T2,Tch_Atk_Top_Right_T2,Tch_Atk_Btm_Left_T2,Tch_Atk_Btm_Ctr_Left_T2,Tch_Atk_Btm_Ctr_Right_T2,Tch_Atk_Btm_Right_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2021-2022,2,UDINESE,VENEZIA,27/08/2021,DACIA ARENA - STADIO FRIULI STADIUM,18:30,LIVIO  MARINELLI,FILIPPO  MELI,MARCELLO  ROSSI,NICCOLO'  BARONI,PAOLO SILVIO  MAZZOLENI,ALESSANDRO COSTANZO,3,0,H,LUCA GOTTI,PAOLO ZANETTI,3-5-1-1,4-3-3,94'48,50'09,28'20,21'49,53%,22'18 (44%),12'02 (54%),10'16 (46%),27'51 (56%),18'23 (66%),9'28 (34%),3'33,3'33,5'54,3'39,2'55,2'45,5'18,5'19,4'43,3'56,3'12,5'23,18,8,10(3),3(0),0,0,0,0,7,2,0,0,2,4,3,7,6,1,5,2,2,0,4,2,13,6,7,2,11,8,335,446,78%,84%,64,56,160,193,4/5,6/13,23,37,2,1,33,29,0 (0),0 (0),107.94,28.626,69.528,9.786,113.49,26.292,77.374,9.824,6.8,7,11 (32%),10 (30%),13 (38%),8 (25%),13 (41%),11 (34%),666,244,287,135,773,221,426,126,19,36,40,9,41,33,38,28,28,43,27,40,48,31,32,38,23,18,16,29,13,18,14,4,3,41,46,10,15,52,29,25,34,53,76,41,48,48,53,73,16,14,15,31,10,5,15,20,IGNACIO PUSSETTO,23,DENNIS JOHNSEN,17,1.7,3.75,5
2021-2022,2,HELLAS VERONA,INTER,27/08/2021,MARCANTONIO BENTEGODI STADIUM,20:45,GIANLUCA  MANGANIELLO,STEFANO  ALASSIO,LUCA  MONDIN,ANTONIO  GIUA,MASSIMILIANO  IRRATI,ANTONIO RAPUANO,1,3,A,EUSEBIO DI FRANCESCO,SIMONE INZAGHI,3-4-2-1,3-5-2,95'44,46'51,22'58,23'53,49%,20'57 (45%),9'40 (46%),11'17 (54%),25'54 (55%),14'06 (54%),11'48 (46%),2'05,3'29,2'44,2'53,3'08,6'38,7'12,3'29,3'59,3'20,3'29,4'25,4,15,1(1),8(3),0,1,0,0,1,5,0,0,2,4,5,0,1,3,2,6,0,2,1,0,8,7,6,4,13,12,258,357,75%,80%,55,53,138,160,6/8,8/13,21,24,1,1,48,29,0 (0),0 (0),107.058,27.564,69.719,9.775,108.153,26.483,71.391,10.279,6.6,6.8,12 (39%),7 (22%),12 (39%),11 (35%),13 (42%),7 (23%),603,221,257,125,689,247,328,114,2,50,24,5,25,35,47,33,14,26,33,30,26,53,38,37,19,18,21,14,17,8,9,19,17,26,50,14,28,43,51,18,30,43,67,37,34,44,47,26,16,13,22,19,10,5,19,10,IVAN ILIC,14,JOAQUIN CORREA,19,5.5,4.33,1.55
2021-2022,2,ATALANTA,BOLOGNA,28/08/2021,GEWISS STADIUM STADIUM,18:30,DANIELE  ORSATO,VALERIO  VECCHI,DAMIANO  MARGANI,ALBERTO  SANTORO,DANIELE  CHIFFI,MATTEO PASSERI,0,0,D,GIAN PIERO GASPERINI,SINISA MIHAJLOVIC,3-4-2-1,4-2-3-1,100'27,51'33,26'56,24'37,51%,28'41 (56%),11'59 (42%),16'42 (58%),22'52 (44%),17'17 (76%),5'35 (24%),5'22,4'03,3'54,4'45,4'47,5'51,4'35,3'00,6'02,3'49,2'11,3'16,21,3,3(0),1(0),0,0,0,0,2,1,0,0,9,1,1,3,9,1,5,2,0,0,2,0,13,15,5,5,11,14,438,260,81%,70%,166,41,284,98,4/13,5/8,34,23,4,1,49,57,0 (0),0 (0),110.326,29.698,71.978,8.65,110.84,29.309,72.142,9.389,6.5,6.6,17 (46%),8 (22%),12 (32%),5 (25%),6 (30%),9 (45%),841,201,362,278,661,343,225,93,13,15,25,4,26,32,41,45,22,43,51,52,45,46,64,39,47,42,58,54,15,16,28,18,12,61,58,8,65,51,62,26,39,30,23,17,45,38,15,18,26,21,13,8,8,7,2,8,ROBIN GOSENS,8,GARY MEDEL,17,1.33,5.5,8
2021-2022,2,LAZIO,SPEZIA,28/08/2021,OLIMPICO STADIUM,18:30,FEDERICO  DIONISI,ALESSANDRO  CIPRESSA,ALESSIO  BERTI,DANIELE  PATERNA,GIANLUCA  AURELIANO,STEFANO LIBERTI,6,1,H,MAURIZIO SARRI,THIAGO  MOTTA,4-3-3,3-4-3,93'11,54'52,26'19,28'33,59%,32'58 (60%),20'14 (61%),12'44 (39%),21'54 (40%),17'02 (78%),4'52 (22%),3'49,5'28,4'33,5'41,7'11,6'17,5'26,3'28,3'35,1'54,3'18,4'13,18,5,10(6),2(1),1,0,1,0,8,2,0,0,3,2,1,4,5,1,9,1,6,0,1,0,8,9,4,2,12,9,631,351,91%,82%,83,33,307,96,1/4,0/0,20,22,2,0,22,14,1 (0),0 (0),108.711,24.228,74.221,10.262,100.088,23.47,68.638,7.98,7.1,6.8,11 (33%),17 (52%),5 (15%),9 (53%),3 (18%),5 (29%),844,204,515,125,573,287,238,48,4,26,40,8,18,27,54,27,19,72,113,45,23,66,123,54,18,18,27,32,3,7,12,8,11,40,40,8,28,67,54,39,41,31,25,25,26,36,22,32,9,5,9,11,4,2,2,6,CIRO IMMOBILE,17,DANIELE VERDE,10,1.33,4.75,9.5
2021-2022,2,FIORENTINA,TORINO,28/08/2021,ARTEMIO FRANCHI STADIUM,20:45,MAURIZIO  MARIANI,EMANUELE  PRENNA,CHRISTIAN  ROSSI,GIANPIERO  MIELE,MASSIMILIANO  IRRATI,MANUEL VOLPI,2,1,H,VINCENZO ITALIANO,IVAN JURIC,4-3-3,3-4-1-2,99'36,40'12,19'57,20'15,40%,24'50 (62%),15'33 (63%),9'17 (37%),15'22 (38%),9'43 (63%),5'39 (37%),4'28,3'30,4'21,2'40,2'55,6'57,1'34,2'58,3'06,2'05,2'35,3'05,10,4,7(2),1(1),1,0,0,0,5,1,0,0,2,2,0,5,1,1,6,1,2,1,3,2,1,6,3,3,13,28,339,218,81%,71%,80,38,151,108,3/12,2/9,50,19,3,0,41,41,0 (0),0 (0),108.983,29.536,69.584,9.863,106.721,29.262,68.046,9.413,6.5,6.2,14 (30%),22 (47%),11 (23%),7 (20%),14 (40%),14 (40%),631,249,267,115,519,160,257,102,8,33,32,12,31,38,63,32,31,26,42,44,35,26,30,33,16,23,26,13,8,15,4,10,0,24,43,3,13,36,34,7,31,33,44,24,30,41,33,21,25,19,18,4,13,7,8,8,NICOLAS GONZALEZ,22,SIMONE VERDI,24,2.2,3.4,3.25
2021-2022,2,JUVENTUS,EMPOLI,28/08/2021,ALLIANZ STADIUM STADIUM,20:45,DAVIDE  GHERSINI,PASQUALE  DE MEO,DOMENICO  ROCCA,MATTEO  MARCENARO,MARCO  GUIDA,SERGIO RANGHETTI,0,1,A,MASSIMILIANO ALLEGRI,AURELIO ANDREAZZOLI,4-3-1-2,4-3-1-2,96'08,48'57,24'06,24'51,51%,25'22 (52%),10'12 (40%),15'10 (60%),23'35 (48%),13'25 (57%),10'10 (43%),4'58,3'10,4'00,4'45,4'02,4'27,3'42,3'54,4'22,3'24,3'37,4'36,20,9,6(0),3(1),0,0,0,0,3,2,0,0,11,3,2,6,3,3,10,4,0,0,1,3,9,8,8,9,11,6,347,258,84%,75%,126,74,229,124,6/26,2/12,47,27,8,3,52,43,0 (0),0 (0),107.068,27.021,69.72,10.327,108.988,26.706,72.722,9.56,6.8,6.9,20 (39%),18 (36%),13 (25%),15 (37%),13 (31%),13 (32%),702,223,279,200,583,202,221,160,16,36,33,17,31,29,36,25,31,35,39,25,35,42,39,33,28,41,37,22,14,15,24,19,12,57,46,8,27,22,23,7,43,36,25,24,29,20,17,27,37,35,18,13,23,12,10,12,FEDERICO CHIESA,22,LEONARDO MANCUSO,7,1.22,6.5,12
2021-2022,2,GENOA,NAPOLI,29/08/2021,LUIGI FERRARIS STADIUM,18:30,MARCO  DI BELLO,ALESSANDRO  GIALLATINI,FABIANO  PRETI,MATTEO  GARIGLIO,MICHAEL  FABBRI,MAURO VIVENZI,1,2,A,DAVIDE BALLARDINI,LUCIANO SPALLETTI,3-5-1-1,4-3-3,97'30,49'18,25'27,23'51,51%,20'56 (42%),14'34 (70%),6'22 (30%),28'22 (58%),13'47 (49%),14'35 (51%),4'20,3'05,3'12,2'26,2'57,4'56,5'10,4'01,5'39,3'42,3'57,5'53,7,12,3(1),8(2),0,1,0,1,3,5,0,1,2,2,6,2,2,2,3,5,1,2,3,2,13,14,4,5,17,15,280,498,78%,86%,42,142,116,283,3/4,3/5,21,31,1,2,41,34,0 (0),0 (0),109.413,28.264,73.682,7.467,106.236,28.476,69.167,8.593,6.5,6.3,10 (43%),2 (9%),11 (48%),12 (30%),10 (25%),18 (45%),601,243,268,90,826,212,394,220,7,30,41,19,22,39,47,38,14,32,68,26,30,42,32,24,14,18,15,16,9,4,8,6,25,25,29,8,33,33,30,29,25,60,95,22,43,53,69,27,59,47,38,22,23,14,9,8,ANDREA CAMBIASO,50,ANDREA PETAGNA,37,6,4.5,1.5
2021-2022,2,SASSUOLO,SAMPDORIA,29/08/2021,MAPEI STADIUM - CITTA' DEL TRICOLORE STADIUM,18:30,JUAN LUCA  SACCHI,PIETRO  DEI GIUDICI,ROBERT  AVALOS,GIACOMO  CAMPLONE,FABIO  MARESCA,DAMIANO DI IORIO,0,0,D,ALESSIO DIONISI,ROBERTO D'AVERSA,4-2-3-1,4-2-3-1,94'05,51'38,26'42,24'56,55%,33'25 (65%),18'33 (56%),14'52 (44%),18'13 (35%),7'50 (43%),10'23 (57%),5'55,5'03,4'39,5'24,5'38,6'47,3'15,3'47,4'03,2'16,2'49,2'03,19,13,6(0),3(0),1,1,0,0,4,2,0,0,9,7,3,6,4,3,2,2,0,0,0,3,15,5,8,6,9,14,488,234,84%,72%,97,79,212,128,1/9,3/16,35,21,0,1,32,42,0 (0),0 (0),103.345,28.244,66.856,8.245,105.783,29.583,67.418,8.782,6.4,6.5,15 (38%),20 (49%),5 (13%),5 (15%),13 (38%),16 (47%),819,314,322,183,570,231,173,166,7,32,59,30,24,40,72,50,41,28,71,49,22,30,51,30,19,33,54,21,7,13,25,11,10,44,43,5,22,42,32,33,18,32,11,10,41,27,14,20,41,41,22,12,27,6,11,6,FILIP DJURICIC,10,VALERIO VERRE,8,2,3.6,3.6
2021-2022,2,MILAN,CAGLIARI,29/08/2021,GIUSEPPE MEAZZA STADIUM,20:45,MARCO  SERRA,RODOLFO  DI VUOLO,ANDREA  ZINGARELLI,LUCA  MASSIMI,DANIELE  DOVERI,ALESSANDRO LO CICERO,4,1,H,STEFANO PIOLI,LEONARDO SEMPLICI,4-2-3-1,3-5-2,96'27,48'54,25'10,23'44,51%,29'15 (60%),15'48 (54%),13'27 (46%),19'39 (40%),11'32 (59%),8'07 (41%),5'01,5'49,5'01,4'31,4'18,4'36,3'22,2'50,3'07,4'04,1'42,4'34,17,6,5(4),2(1),0,0,2,1,3,1,0,0,4,3,1,1,8,1,8,3,1,1,1,0,8,6,8,3,12,11,464,336,90%,86%,91,51,205,126,4/14,2/10,29,25,3,1,28,30,1 (1),0 (0),102.031,29.332,64.091,8.608,103.591,27.312,68.698,7.581,6.4,6.4,13 (38%),9 (27%),12 (35%),8 (33%),5 (21%),11 (46%),721,194,351,176,588,236,242,110,3,28,35,18,20,40,32,18,50,52,62,41,28,33,40,45,35,25,29,16,21,17,25,8,14,38,35,9,30,41,40,29,33,51,37,21,17,23,24,36,28,19,11,9,13,10,14,6,OLIVIER GIROUD,9,ALESSANDRO DEIOLA,14,1.44,4.5,7
2021-2022,2,SALERNITANA,ROMA,29/08/2021,ARECHI STADIUM,20:45,ROSARIO  ABISSO,FILIPPO  VALERIANI,MARCO  BRESMES,IVANO  PEZZUTO,GIANLUCA  AURELIANO,ALESSANDRO PRONTERA,0,4,A,FABRIZIO CASTORI,JOSE' MOURINHO,3-5-1-1,4-2-3-1,93'50,45'53,22'42,23'11,49%,10'34 (23%),7'12 (68%),3'22 (32%),35'19 (77%),13'49 (39%),21'30 (61%),2'04,1'29,1'41,3'04,0'17,1'59,6'12,4'56,6'20,4'40,7'33,5'39,4,21,0(0),10(4),0,0,0,0,0,6,0,0,4,4,6,0,0,7,1,12,0,4,2,3,2,5,1,10,12,11,91,636,52%,89%,16,167,43,375,2/8,8/15,11,35,1,6,51,36,0 (0),0 (0),103.477,28.717,67.369,7.391,100.82,28.803,64.439,7.578,6.4,6.5,7 (54%),3 (23%),3 (23%),10 (20%),25 (50%),15 (30%),372,178,136,58,927,191,477,259,10,28,47,6,7,26,35,19,15,18,30,8,9,12,24,20,4,8,12,17,3,3,7,4,9,30,21,4,26,47,36,18,32,77,90,25,48,72,80,53,54,63,34,25,21,25,21,16,FEDERICO BONAZZOLI,9,LORENZO PELLEGRINI,7,5.5,4.33,1.55
2021-2022,3,EMPOLI,VENEZIA,11/09/2021,CARLO CASTELLANI STADIUM,15:00,ANTONIO  RAPUANO,GIACOMO  PAGANESSI,ORESTE  MUTO,MATTEO  MARCHETTI,DAVIDE  GHERSINI,MARCO  BRESMES,1,2,A,AURELIO ANDREAZZOLI,PAOLO ZANETTI,4-3-1-2,4-3-3,102’18,58’11,29’55,28’16,57%,33’03 (57%),18’17 (55%),14’46 (45%),25’08 (43%),22’11 (88%),2’57 (12%),5’39,4’22,6’59,4’39,3’40,7’44,4’42,3’21,4’52,3’38,3’10,5’25,17,10,6(1),3(2),0,0,1,0,3,3,0,0,4,6,1,5,7,1,3,5,0,1,3,1,13,6,8,2,12,21,449,187,84%,73%,120,37,240,67,9/24,3/6,34,25,1,3,28,36,1 (1),0 (0),111.27,29.32,73.126,8.824,113.407,27.389,77.603,8.415,6.6,6.8,15 (44%),8 (24%),11 (32%),9 (41%),5 (23%),8 (36%),790,192,361,237,518,275,167,76,15,31,23,18,27,33,27,18,29,49,61,37,38,44,50,53,40,31,46,34,31,17,27,11,14,65,53,27,25,40,28,23,41,26,18,26,15,16,9,16,21,12,5,7,11,4,10,6,NEDIM BAJRAMI,10,DENNIS JOHNSEN,17,1.8,3.8,4.2
2021-2022,3,NAPOLI,JUVENTUS,11/09/2021,Diego Armando MARADONA STADIUM,18:00,MASSIMILIANO  IRRATI,MATTEO  PASSERI,ALESSANDRO  COSTANZO,GIOVANNI  AYROLDI,MAURIZIO  MARIANI,FILIPPO MELI,2,1,H,LUCIANO SPALLETTI,MASSIMILIANO ALLEGRI,4-2-3-1,4-3-3,96'01,48’32,28'05,20’27,51%,33’24 (69%),13’19 (40%),20’05 (60%),15'08 (31%),9'30 (63%),5'38 (37%),5'30,6'43,7'04,4’34,4’35,4'58,2'55,3'02,2'51,1’35,2'24,2'21,23,7,6(2),4(1),2,0,0,0,4,4,0,0,8,3,3,4,9,0,4,3,0,0,1,3,7,14,13,1,14,16,572,254,91%,81%,189,53,399,122,4/11,1/4,30,23,0,1,21,39,0 (0),0 (0),104.005,29.264,66.419,8.322,102.655,28.134,67.204,7.317,6.5,6.5,17 (46%),6 (16%),14 (38%),8 (42%),3 (16%),8 (42%),845,138,424,283,531,226,224,81,13,28,16,6,10,24,21,20,45,48,42,24,53,73,72,67,41,37,63,58,30,12,23,19,8,50,42,14,27,31,38,16,24,24,40,30,32,20,27,27,21,6,17,16,4,7,4,6,KALIDOU KOULIBALY,26,ALVARO MORATA,9,2.4,3.6,2.8
2021-2022,3,ATALANTA,FIORENTINA,11/09/2021,GEWISS STADIUM STADIUM,20:45,VALERIO  MARINI,DAMIANO  DI IORIO,MATTIA  SCARPA,MATTEO  MARCENARO,ALEANDRO  DI PAOLO,DANIELE BINDONI,1,2,A,GIAN PIERO GASPERINI,VINCENZO ITALIANO,3-4-2-1,4-3-3,98'21,48'16,25'07,23'09,49%,25'04 (52%),13'02 (52%),12'02 (48%),23'12 (48%),14'47 (64%),8'25 (36%),4'41,3'58,4'34,4'50,2'59,4'03,3'39,3'05,5'10,3'18,3'51,4'09,10,7,5(1),2(2),1,0,1,2,5,1,0,0,4,2,0,4,1,3,5,3,0,0,2,1,7,8,10,3,14,19,417,353,85%,83%,111,65,215,139,5/12,1/7,26,43,5,1,30,43,1 (1),2 (2),111.138,28.598,72.195,10.345,108.905,28.196,70.667,10.042,6.7,6.8,15 (38%),16 (41%),8 (21%),7 (27%),13 (50%),6 (23%),694,178,333,183,624,264,251,109,2,27,19,6,28,38,32,26,53,55,54,37,30,40,34,30,38,27,19,34,18,16,21,10,11,53,47,9,38,39,29,38,26,32,34,40,22,37,28,32,14,23,21,20,7,3,14,7,DUVAN ZAPATA,91,DUSAN VLAHOVIC,9,1.55,4.33,5.5
2021-2022,3,SAMPDORIA,INTER,12/09/2021,LUIGI FERRARIS STADIUM,12:30,DANIELE  ORSATO,GIORGIO  PERETTI,NICCOLO'  PAGLIARDINI,NICCOLO'  BARONI,LUIGI  NASCA,ALESSANDRO GIALLATINI,2,2,D,ROBERTO D'AVERSA,SIMONE INZAGHI,4-4-2,3-5-1-1,99'04,55'25,29'31,25'54,56%,26'01 (47%),14'31 (56%),11'30 (44%),29'24 (53%),22'35 (77%),6'49 (23%),3'55,3'39,6'00,5'03,2'43,4'42,6'25,4'08,5'24,3'30,4'20,5'37,12,8,3(2),3(2),1,0,0,1,3,2,0,0,5,5,1,0,4,0,5,7,1,1,2,1,5,6,4,4,12,13,332,301,83%,78%,72,47,167,112,8/19,2/3,24,30,2,4,35,41,0 (0),0 (0),97.815,28.81,61.475,7.53,103.995,28.92,67.028,8.047,6.2,6.2,5 (18%),5 (18%),18 (64%),7 (30%),7 (31%),9 (39%),622,184,270,168,574,233,263,78,13,44,21,8,27,34,22,15,29,40,40,15,34,43,45,24,37,18,34,19,28,12,15,5,15,27,58,31,24,31,24,23,30,41,60,32,15,26,32,27,12,15,11,8,6,8,12,6,TOMMASO AUGELLO,3,LAUTARO MARTINEZ,10,5,4,1.61
2021-2022,3,CAGLIARI,GENOA,12/09/2021,UNIPOL DOMUS STADIUM,15:00,LUCA  PAIRETTO,SERGIO  RANGHETTI,GIUSEPPE  PERROTTI,GIANPIERO  MIELE,ALEANDRO  DI PAOLO,GIACOMO CAMPLONE,2,3,A,LEONARDO SEMPLICI,DAVIDE BALLARDINI,3-5-2,3-5-2,97'15,52'13,27'21,24'52,54%,28'30 (55%),20'31 (72%),7'59 (28%),23'43 (45%),14'55 (63%),8'48 (37%),6'35,3'06,6'52,3'04,3'34,5'20,3'13,2'43,4'52,4'49,3'56,4'10,8,9,3(2),3(3),1,1,1,0,3,3,0,0,4,3,0,1,1,3,5,5,1,3,1,2,4,6,2,6,15,15,394,353,82%,84%,62,84,155,191,4/6,5/17,24,34,1,2,35,28,1 (1),0 (0),101.134,25.653,69.316,6.165,96.326,24.299,66.172,5.855,6.7,6.7,6 (26%),10 (44%),7 (30%),9 (23%),16 (41%),14 (36%),693,254,329,110,649,164,319,166,2,36,31,11,31,43,67,33,31,59,52,49,25,39,38,36,31,8,22,18,10,7,9,5,7,26,19,8,21,36,24,23,26,48,52,35,33,37,47,41,40,25,31,19,23,9,13,6,JOAO PEDRO,10,MOHAMED FARES,93,2,3.5,3.75
2021-2022,3,SPEZIA,UDINESE,12/09/2021,ALBERTO PICCO STADIUM,15:00,MARCO  GUIDA,LUIGI  ROSSI,DOMENICO  PALERMO,DANIELE  MINELLI,PAOLO  VALERI,VALERIO COLAROSSI,0,1,A,THIAGO  MOTTA,LUCA GOTTI,4-3-3,3-5-2,101'34,47'05,24'29,22'36,46%,24'27 (52%),12'09 (50%),12'18 (50%),22'38 (48%),13'14 (58%),9'24 (42%),3'10,3'49,7'09,3'38,2'43,3'58,2'43,3'20,4'18,4'27,2'23,5'27,20,8,5(0),4(1),0,0,0,0,2,3,0,0,7,3,3,4,8,1,4,6,0,1,1,2,9,9,4,5,12,14,382,290,85%,83%,105,53,202,121,6/13,1/4,32,25,3,4,35,28,0 (0),0 (0),107.158,26.524,71.447,9.187,103.242,27.284,67.032,8.926,6.7,6.7,13 (38%),11 (33%),10 (29%),9 (39%),6 (26%),8 (35%),670,189,299,182,565,240,220,105,6,30,36,11,19,25,41,21,32,48,32,34,43,42,31,37,19,35,33,44,12,9,19,11,7,42,45,12,24,41,48,21,25,33,38,24,23,28,28,21,22,19,11,17,12,4,15,5,DANIELE VERDE,10,LAZAR SAMARDZIC,24,3.2,3.4,2.3
2021-2022,3,TORINO,SALERNITANA,12/09/2021,OLIMPICO GRANDE TORINO STADIUM,15:00,GIANLUCA  AURELIANO,DARIO  CECCONI,GAMAL  MOKHTAR,FRANCESCO  MERAVIGLIA,LUCA  BANTI,FILIPPO VALERIANI,4,0,H,IVAN JURIC,FABRIZIO CASTORI,3-4-2-1,3-5-2,99'01,54'14,27'42,26'32,55%,32'35 (60%),17'22 (53%),15'13 (47%),21'39 (40%),12'32 (58%),9'07 (42%),7'04,5'24,7'58,5'14,2'04,4'52,2'46,2'16,2'14,4'05,2'59,7'19,15,7,7(4),2(0),1,0,0,0,7,0,0,1,4,3,2,3,4,2,5,2,3,0,1,1,6,1,7,4,10,11,371,232,83%,74%,71,56,203,120,8/16,4/12,28,15,0,2,47,42,0 (0),0 (0),106.01,29.33,68.646,8.034,102.781,28.712,66.178,7.891,6.5,6.4,12 (35%),13 (39%),9 (26%),5 (22%),8 (35%),10 (43%),662,213,296,153,507,183,224,100,13,25,29,10,27,49,44,16,26,33,34,43,27,30,37,66,13,14,22,40,14,19,14,17,10,25,36,7,28,27,34,16,25,31,30,25,24,23,41,25,13,14,23,11,15,6,9,9,ANTONIO SANABRIA,19,FEDERICO BONAZZOLI,9,1.57,4.2,5.75
2021-2022,3,MILAN,LAZIO,12/09/2021,GIUSEPPE MEAZZA STADIUM,18:00,DANIELE  CHIFFI,STEFANO  LIBERTI,MAURO  GALETTO,LUCA  ZUFFERLI,PAOLO SILVIO  MAZZOLENI,STEFANO ALASSIO,2,0,H,STEFANO PIOLI,MAURIZIO SARRI,4-2-3-1,4-3-3,100'14,51'43,24'06,27'37,52%,27'24 (53%),16'10 (59%),11'14 (41%),24'19 (47%),15'57 (66%),8'22 (34%),5'13,4'00,3'26,3'41,3'25,7'39,3'45,2'45,4'57,5'28,2'29,4'55,17,7,3(2),5(0),0,0,0,0,3,2,1,0,8,1,5,1,6,1,6,1,2,0,4,2,18,9,5,1,9,18,393,463,85%,86%,90,86,172,196,4/14,1/4,27,15,4,0,36,40,1 (0),0 (0),103.223,31.822,63.031,8.37,109.271,28.904,70.277,10.09,6.1,6.3,14 (32%),23 (52%),7 (16%),17 (46%),11 (30%),9 (24%),719,215,334,170,755,249,384,122,10,30,31,3,36,41,37,27,31,68,54,35,26,51,31,38,15,27,48,27,7,13,18,15,12,49,27,7,29,62,47,16,30,69,61,43,27,46,56,52,30,22,24,27,1,2,8,8,SANDRO TONALI,8,CIRO IMMOBILE,17,2.2,3.6,3.1
